clean_textdisplay,predicted_sentiment,confidence_score
kalo menurut saya sih sebener nya yes and nobrbryes produksi mobil electric vehicle memang menghasilkan emisi lebih tinggi dibandingkan produksi mobil ice tapi secara jangka panjang ujung nya lebih ramah lingkungan electric vehicle dibanding ice karna mobil kan dipake toh emisi gas buang akan terus di produksi selama di pake mobil ice sedangkan mobil listrik mau lu pake sampe baterai nya rusak itu uda ga ada emisi brbryes baterai ada umur pake nya dan berpotensi jadi limbah baterai kalau tidak ditangani dengan baikbrbryes mobil hybrid lebih ok untuk sekarang karna ya ga perlu charging tinggal isi bensin aja uda bisa tenang jalan jarak jauh dan kalo msti ganti baterai juga mungkin ga semahal evbrbrno penggunaan rare earth mineral gak sebanyak yang ko lulung jelasin sampe ratusan kg untuk mobil coba cari tau dulu kebenarannya dan baterai itu gak pake rare earth mineral yang pake rare earth itu adalah komponen dari motor listrik dan lithium itu tidak termasuk kategori rare earth mineral google gih hehehbrbrno quothydrogen is the futurequot dan lebih quothijauquot dibanding electric produksi untuk gas hydrogen itu menghasilkan emisi lebih banyak grey hydrogen kalo produksi nya green hydrogen iya lebih rendah emisi google aja coba infrastruktur pengisian hyrdogen juga mahal coba pikir aja jepang uda punya toyota mirai dari tahun kapan tapi smp skrg cmn jadi pajanganbrbrtldr mobil hybrid menjadi pilihan tepat saat ini terutama di indo yg infrastruktur electric vehicle nya masih terbatas dan jangan ngarep hydrogen di indo,negative,0.9178048
kalo teorinya gt berarti sekarang di indo aja udah brapa juta ton atau miliar ton yg sudah dikeruk brbuminya hebat ya ga habisbrtrus baterai tahun ya kalo mobil hybrid percaya karena baterai dihitung dr cyclenya dan baterai mereka dibawah kwbrotomatis cycle nya kepake berkali dalam haribrsedangkan electric vehicle murni yg baterainya kw cycle tu bisa jalan anggap km saja berarti km habisin km brapa haribrkali cycle baterai lifepo x brjd rusak baterai xkmbr km mau tahun rusakbromongan orang yg paham atau ga paham sih ini,positive,0.99457824
karena mobil listrik itu simple minim perawatan service dan bergaransi panjang maka alasan itulah doktor mobil gak akan sependapat dengan hadirnya mobil listrik karena apa karena jasa mereka yg mereka jual sekarang macam tune up ganti oli overhaull matic dll nantinya gak akan laku yahdulu teknology injection juga di hujat di jelekkan katanya kalo mogok susah betulin dll tapi lihat kita tidak akan bisa nolak namanya teknologi akhirnya carburator totaly di tinggalkan skr iniskr era nya electric vehicle bahkan busway aja pakai listrik di luar negeripun sama kedepannya mungkin ada motor drone atau mobil drone mau pakai apa kalo bukan baterai lebih ringan masalah limbah semuanya juga ada limbah baik ice ataupun mobil hybrid kalo ga mau limbah back to the future pakai kudan atau jalan kakibrbrpabrikan eropa yg notabennya fokus pada ramah lingkungan emisi standart euro aja udah buat electric vehicle macam bmw mercedes benz volvo dll come on manupgrade yourself dan sebentar lagi suzuki keluarin evitara di indonesia,positive,0.9982849
kata seseorang yg mereview electric vehicle quotseakanakan mobil ini menyapa lingkungan sekitar pada pohon dan bunga di tamanquot,neutral,0.9820269
katanya seh mobil listrik pake energi yg terbarukan padahal salah besar karena baterai bahan dasarnya nikel dan nikel jg sama seperti minyak bumi yg bisa habis,positive,0.9565631
kelemahan jepang adalah kelamaan untuk rampd nya dan ga berani investasi gilaan kaya china toyota misal udah buat prius mobil hybrid pelopor mobil mobil hybrid udah di produksi massal dari tapi mereka baru bener fokus produksi banyak mobil mobil hybrid tahun gap nya bisa tahun lebih bahkan mereka sudah buat mobil listrik rav electric vehicle tahun sedangkan mobil hidrogen pertama mereka mirai tahun udah hampir tahun tapi perkembangan nya belom keliatan sampe sekarang semoga ada orang toyota atau orang penting mobil jepang yg baca komen gue bahwasanya mereka udah ga bisa anteng lagi kelamaan rampd ga mau investasi besar ini bukan cuma dimobil disektor manapun jepang sedang dalam ga baik saja mereka yg memulai tapi mereka sekarang yg tertinggal,positive,0.9934768
kendaraan listrik memang ditakuti oleh para pengusaha bengkel atau toko suku cadang jikalau hampir semua orang sudah beralih ke electric vehicle otomatis usaha mereka bakalan sepi soalnya dari segi perawatan kendaraan listrik sangat simple berbeda dengan kendaraan konvensional pada umumnya,negative,0.46756583
ketawa dengerin nya narasumber nya tidak punya info baru ataupun yang terbaru kalau lihat di channelnya semua yang diomongkan disini ada semua disana artinya uda settingan pabriknya mari kita lihat per permasalahannya electric vehicle lebih polusi daripada ice betul tapi dalam hal produksi nya saja kalau dilihat dari pemakaian kendaraannya electric vehicle jauh lebih ramah lingkungan coba hitung total polusi ice dan battery electric vehicle dalam waktu tahun operasional masalah garansi baterai tahun itu diberi jaminan bahwa kapasitas baterai nya pasti gt tapi apakah artinya lepas masa garansi rusak dan harus diganti baterai hape kalian bisa dipakai sampai berapa persen kesehatan baterai nya disini bisa ditarik kesimpulannya sendiri lagipula kalau tahun turun pakai tahun turun hitung bodohan aja jadi masi bisa dipakai dari jarak max yg ditawarkan toyota electric vehicle yang rilis tahun ini di china adalah rebadge dari gac salah satu merk electric vehicle nya gac aion kenapa karena toyota tidak mampu membuat baterai sendiri yang sebaik dan semurah pabrikan china jalan paling cepat ya rebadge nickel oh nickel selalu jadi kambing hitam baterai lfp tidak ada nikel nya yang pakai nikel itu baterai nmc dan baterai lama yg dipakai oleh mobil hybrid toyota kabarnya sih begitu correct me if im wrong bahas masalah maintenance ice harus rutin ganti oli dkk electric vehicle cuma oli gardan masalah kaki electric vehicle lebih boros ban kenapa ga dibahas karena narasumber jualan pelumas mobil hybrid masi harus ganti oli ditambah harus rawat baterai lebih boncos hydrogen anak emas pabrikan jepang permasalahan h adalah produksi dan penyimpanannya untuk ekstrak h perlu listrik penyimpanannya lebih ribet karena suhu nya kalau mau ngomong ramah lingkungan dan penghematan energi untuk saat ini h bukan jawabannya ntah kalau tiba ada technological leap yg bisa buat h lebih efektif lainkali coba cari narasumber pro battery electric vehicle dan pro ice biar lebih netral,positive,0.99694306
ketinggalan satu mas yes or no listrik untuk mencharge mobil listrik pakai batubara yang polusinya lebih parah dari bensin,positive,0.98676807
kita akan lihat beberapa tahun kedepan apakah koh lung lung akan konsisten terhadap pandangannya tentang electric vehicle yang gua tau selama ini dia orang yang enggak electric vehicle banget tapi baru disini gue tau kalau dia pro ke mobil hydrogen padahal mobil hydrogen pake baterai juga,positive,0.66326207
kita liat kedepannya apakah si tamu ini nantinya akan membeli mobil listrik gue yakin sih semua bakal mobil listrik pada waktu ya,neutral,0.52384037
klo charger nya rusak mobil listrik bisa pake charger kodok gak ya,neutral,0.93547475
kocak emang mereka punya kepentingan supaya mobil ice tetep exist kalau gak ya bisnis bengkel mereka drop wkwk gak ada pembahasan soal baterai electric vehicle sekarang yang sudah pakai lfp dan cyclenya itu bisa diatas umur mobil ice pada umumnya malahan ini mereka nakutin user yang masih galau ambil electric vehicle,positive,0.9991283
kompresor air electric vehicle cuma rb coyy,neutral,0.98701686
kurang komprehensif menurut saya ice itu bikin polusi udara lihat saja di india sekarang dan china dulu polusi udaranya sgt parah spt jkt sekarang sj sdh spt apa polusi udaranya mau lebih parah lagi mobil listrik selama teknologi baterainya yang menggunakan natrium sdh dewasa akan jauh lebih bagus tinggal pilih yg less evil saja makanya paling bagus adalah perbanyak dan tingkatkan kenyamanan transportasi umum kendaraan pribadi dikurangi dipersulit kepemilikannya jadi orang akan pilih naik sepeda atau umum satu lagi litium bukanlah logam tanah jarang litium adalah logam alkali yang sama dengan natrium dan kalium tp yg pasti kemajuan mobil listrik akan memukul bengkel kendaraan ice dan pabriknya spt saat munculnya mobil dulu memukul industri kereta kuda jd wajar kalo mrk berupaya menghambat dgn segala macam cara,negative,0.49539542
lagian knpa ga dari awal pake teknologi hidrogen aja yekan lebih bersih sm gabeda jauh sm kek bensin baterai listrik limbahnya gada yg mau ngolah susah soalnya daur ulangnya emg kadangquot cina klo jualan yg adaquot aja herann,positive,0.99539703
lah dia udah belajar electric vehicle sampe ke luar negeri bahkan bengkelnya udah certified buat servis mobil hybrid dan electric vehicle gimana ceritanya wkwkw,positive,0.46913245
liat tu gara suppor mobil listrik mulai banyak tambang nikel yg merusak lingkungan di indonesia satwa terancam dan raja ampat oun terancam bnyk tmpat bagus bakal rusak gara tmbang yg tntunya buat support mobil listrik,positive,0.9982115
lihatlah china tahun lalu polusinya udaranya kayak apa bahkan saking parahnya tuh polusi sampe ada yg jual udara kalengan sekarang mereka pakai mobil listrik lihatlah udaranya kayak apa,positive,0.99926525
listrik hydrogenhybrid marketnya full dimonopoli klo bensin banyak perusahaan lokal pembuat suku cadangoli dll banyak usaha bengkel dari segi ekonomi dalam negri lebih bagus mobil bensin salam panther kotak,negative,0.9780488
masih lebih enak mobil bensin spbu ada dimana mana saya pakai shell super dan vpower lagi kisruh terpaksa balik ke pertamax dan pertamax green pas bp sudah ada bp beralih ke bp bp ron belun tersedia jadi pakai pertamax green untuk mobil nya lagi mobil electric vehicle ga ada gas buang tapi merusak alam butuh bahan dari dalam tanah untuk membuat baterai sama seperti baterai hape limbahnya beracun jadi mirip limbah bahan nuklir ini yg ga dimengerti masyarakat indo taunya hemat pengeluaran suara mobil senyap ac bisa di nyalakan tanpa mesin kendaraan menyala,positive,0.97561455
masih percaya mobil icehybrid sama electric vehicle sbg konsumen msh dijadiin kelinci percobaan tapi kalo riset mobil hidrogen udh bener matengmungkin itu emg future tech opini saya aja sihh,positive,0.6686998
masuk akal makanya pabrikan jepang gamau bikin electric vehicle mereka lebih fokus hidrogen atau mobil hybrid,neutral,0.698581
menurut gua kedepan nya transportasi darat bakalan pakai listrik brkarna di negara maju seperti jerman bahkan lu bisa bawa mobil sambil ngecharger kalau lewat jalur khusus tersebut bringet bro vw grup asal nya dari jerman pengaruhnya sangat kuaat brbrdan hidrogen quotmungkin akan kepakaiquot untuk tranportasi udara amp laut,negative,0.98644096
menurut saya pribadi electric vehicle adl branding china buat ngalahin dominasi mobil jepang ntar ya plg balik ke mobil hybrid klo bb nitrogen ya tau sendiri lah pasti susah masuk indo kcuali mafia nya udah menyesuaikan,positive,0.96378464
menyanggah mas setidaknya kalaupun listrik pln dihasilkan dengan cara yang quotkurang ramah lingkunganquot setidaknya polusi tsb masih bisa terkontrol dan hanya ada di daerah tertentu saja sedangkan mobil bensin dimana polusi nya ada,positive,0.9932846
mereka bikin juga bengkel mobil hybrid dan electric vehicle jadi kalo dibilang argumenmu ga sepenuhnya valid juga sih,positive,0.8980959
meski dampak mobil listrik keliatan mengkhawatirkan tapi pertamina dan bahlal dampaknya jelas merusak bangsa ini,positive,0.9934062
mikir beli electric vehicle hampir sama dengan beli hp berapa lama baterai amp teknologi software nya bertahan abis beberapa tahun itu udah harus mikirin ganti tuh barang,positive,0.99628
minyak elit global barat punya peran batre listrik asia punya peran jadi tinggal pilih pro mana kalo ga ngerti ga usah protes minyak dan baterai sama sama merusak alam yg ga merusak jalan kaki atau naik kuda walaupun naik sepeda bikin nya pake besi hasil tambang dan merusak alam juga,positive,0.99008757
mm jadi paham kenapa pertamina monopoli bensin dan kenapa pake ethanolbrindonesia negara penghasil nikel terbesar di dunia koreksi kalau salah pasar otomotif di indonesia sangat besar kalau indonesia mayoritas orang pakai kendaraan listrik otomatis perusahaan otomotif butuh baterai yg dimana bahan dasarnya nikel dan indonesia bakal kebanjiran orderan nikel trus hubungannya dengan ethanol menurut saya secara tidak langsung sengaja biar kendaraan ga awet secara ethanol ngikat air dan menyebabkan rusaknya kendaraan di beberapa titik jadi masyarakat di buat jengah dengan kendaraan bensin karena sering rusak dan biaya perawatan tinggi ketika kendaraan sering rusak disitu marketing mobil listrik bertindak dengan harapan orang pindah dr kendaraan bensin ke electric vehicle ini pendapat pribadi dan cocokologi,positive,0.95803905
mobil listrik itu cuma ramah lingkungan di tempat mobil itu di gunakan sedangkan karbon dan polusi numpuk di pembangkit listrik dan tambang jadi klo mau bkin udara kota bersih ya pake electric vehicle tapi klo mau ramah lingkungan ya mending pake mobil plug in hybrid electric vehicle buat saat ini di indo karna hydrogen blm di kebangkan di indo,positive,0.8901691
mobil listrik itu kalo menurut pendapat gua setelah nelihat kondisi dunia skrg itu akalan negara yang ingin menghancurkan harga minyak agar negara penghasil minyak hancur seperti seluruh negara arab yang kita tau banyak negara arab adalah memiliki mata uang tertinggi di dunia bukan dollar atau pound dan lagi harga baterai mobil listrik tau sendiri kan harga nya brp,positive,0.99454606
mobil listrik laku dokter mobil makin ketar ketir jangan lah memanggil nara sumber yg mempunyai kepentingan pribadi kurang fair deh,positive,0.9979285
mobil listrik sangat hemat dan biaya costnya rendah dan negara sangat di untungkan dg penghematan apbn dan bengkel konvensional pasti berdampak lesu secara ekonomi nya,negative,0.9898865
mobil listrik sngt mengerikan bagi mafia minyak dan negara kartel minyak,positive,0.99303776
mobil listris gk memperkaya magia migas listrik itu batu bara kita punya melimpah selain itu listrik juga bisa dibangkitkan dari energi yg bisa diperbarui,neutral,0.9347725
mobil masa depan adalah hidrogen dan toyota sudah mengembangkannya namun blm mau mengeluarkannya brbrnanti giliran china yg membuat mobil hidrogen dan memproduksinya secara masif dgn harga yg terjangkau pst komen jepang beda lagi bla bla blabrbrdulu waktu electric vehicle blm populer jepang sudah duluan produksi electric vehicle dibanding china trs kalau electric vehicle itu merusak lingkungan knp jepang memproduksi electric vehicle duluan brbrfaktanya electric vehicle jepang mahal kalah saing sama china ini akan terjadi lg apabila mobil hidrogen bs diproduksi china dgn harga yg murah pst jepang akan banyak alasan kayak kekalahan mereka di electric vehicle lawan chinabrbrdan kenapa jepang yg sudak sukses mengembangkan teknologi hidrogen tdk membuat mobil untuk dijual secara massal dalam waktu dekat krn mereka berkaca dr kekalahan mereka dgn china di sektor electric vehicle seperti yg gw bilang jepang sudah duluan memproduksi electric vehicle dan seperti yg kita tau china itu meniru membuat dan memodifikasi produk yg sudah ada dan cilakanya dijual dgn harga yg sangat terjangkau jepang sengaja menunda dan menunggu momentum agar teknologi mereka tdk dijual oleh china dgn harga yg murahbrbrdan bnyk yg bilang china itu gak akan ke hidrogen ingat lho pemerintah china itu otoriter mereka gampang bikin aturan dan menwajibkan warga negaranya mengganti jenis mobil dr kendaraan bensin ke electric vehicle saja china hanya membutihkan kurang lebih thn untuk memigrasikan itu semua,positive,0.9607766
